fulltime,fam_inc,parttime,sex,race,lsat,ugpa,zfygpa,DOB_yr,zgpa,tier,index6040,pass_bar
1.0,3.0,0.0,male,white,35.0,2.6,0.41,61.0,0.18,2.0,654.736825,P
1.0,2.0,0.0,male,white,34.0,2.6,0.9,61.0,1.2,2.0,638.9473519999999,P
1.0,4.0,0.0,male,other,43.0,2.6,1.23,67.0,0.74,5.0,781.052609,P
1.0,3.0,0.0,male,white,39.0,2.6,0.83,68.0,1.31,5.0,717.894717,P
2.0,4.0,1.0,female,black,27.0,2.6,-0.99,66.0,-1.3,3.0,528.4210410000001,F
1.0,3.0,0.0,female,white,34.0,2.6,0.71,69.0,0.36,3.0,638.9473519999999,P
1.0,2.0,0.0,female,white,38.0,2.6,-0.24,64.0,-0.11,3.0,702.1052440000001,P
1.0,4.0,0.0,male,white,45.0,2.6,1.19,64.0,1.26,4.0,812.6315549999999,P
1.0,2.0,0.0,male,white,43.5,2.6,0.0,67.0,0.09,3.0,788.9473455,F
1.0,3.0,0.0,male,white,33.0,2.6,0.03,67.0,-0.4,4.0,623.157879,P
1.0,4.0,0.0,male,white,43.0,2.6,1.14,63.0,1.29,3.0,781.052609,P
1.0,2.0,0.0,female,white,41.0,2.6,0.72,69.0,0.84,3.0,749.473663,P
1.0,4.0,0.0,male,white,29.0,2.6,0.06,64.0,-0.11,2.0,559.999987,P
1.0,4.0,0.0,female,white,36.5,2.6,1.47,67.0,0.8,3.0,678.4210345,P
1.0,3.0,0.0,male,white,38.0,2.6,-0.98,60.0,-1.1,4.0,702.1052440000001,P
1.0,4.0,0.0,male,white,38.0,2.6,1.25,67.0,1.59,3.0,702.1052440000001,P
1.0,4.0,0.0,female,white,40.0,2.6,1.82,60.0,1.61,3.0,733.6841900000001,P
1.0,3.0,0.0,female,black,31.5,2.6,-1.19,68.0,-1.45,6.0,599.4736695,P
1.0,3.0,0.0,female,white,41.0,2.6,-1.11,66.0,0.0,3.0,749.473663,P
1.0,3.0,0.0,male,black,30.0,2.6,-0.97,67.0,-1.45,4.0,575.78946,F
1.0,3.0,0.0,male,white,40.0,2.6,1.12,65.0,1.73,4.0,733.6841900000001,P
1.0,5.0,0.0,male,white,33.0,2.6,-0.66,69.0,-1.2,2.0,623.157879,P
2.0,4.0,1.0,female,white,29.0,2.6,0.2,66.0,-0.02,0.0,559.999987,F
1.0,5.0,0.0,female,white,35.0,2.6,1.47,69.0,1.2,2.0,654.736825,P
1.0,3.0,0.0,male,white,32.0,2.6,-0.7,58.0,-1.26,2.0,607.3684059999999,P
1.0,4.0,0.0,male,white,34.0,2.6,0.98,66.0,1.62,3.0,638.9473519999999,P
1.0,0.0,0.0,male,white,38.0,2.6,-0.62,67.0,-1.13,3.0,702.1052440000001,P
1.0,2.0,0.0,male,hisp,25.0,2.6,0.61,66.0,-0.73,1.0,496.84209500000003,F
1.0,5.0,0.0,female,white,39.0,2.6,1.59,67.0,1.38,5.0,717.894717,P
1.0,5.0,0.0,male,white,40.0,2.6,0.68,67.0,0.35,4.0,733.6841900000001,P
1.0,0.0,0.0,male,asian,31.0,2.6,-0.03,68.0,-0.55,3.0,591.578933,P
1.0,5.0,0.0,male,white,33.0,2.6,-0.36,63.0,-1.22,3.0,623.157879,P
1.0,3.0,0.0,male,white,27.0,2.6,0.0,62.0,0.0,1.0,528.4210410000001,P
1.0,4.0,0.0,male,white,37.0,2.6,0.75,64.0,0.5,3.0,686.315771,P
1.0,4.0,0.0,male,white,35.0,2.6,0.63,67.0,-0.02,2.0,654.736825,P
1.0,3.0,0.0,male,white,26.5,2.6,0.98,65.0,1.3,3.0,520.5263045,P
1.0,4.0,0.0,male,other,37.0,2.6,-0.66,69.0,-0.89,3.0,686.315771,P
1.0,3.0,0.0,male,other,36.0,2.6,-0.23,69.0,-0.17,5.0,670.526298,P
1.0,2.0,0.0,male,hisp,40.0,2.6,0.0,56.0,-2.19,4.0,733.6841900000001,P
2.0,4.0,1.0,male,white,33.0,2.6,1.19,67.0,0.15,4.0,623.157879,P
1.0,4.0,0.0,male,white,45.0,2.6,-1.05,66.0,-1.28,3.0,812.6315549999999,F
1.0,3.0,0.0,male,white,37.0,2.6,0.65,66.0,0.54,3.0,686.315771,P
1.0,4.0,0.0,male,white,41.0,2.6,-0.12,69.0,-0.52,5.0,749.473663,P
1.0,3.0,0.0,male,white,36.0,2.6,-0.13,68.0,-0.37,3.0,670.526298,P
1.0,3.0,0.0,male,black,25.0,2.6,-0.73,68.0,-0.34,1.0,496.84209500000003,P
1.0,3.0,0.0,male,white,38.0,2.6,-1.47,65.0,-1.19,3.0,702.1052440000001,F
1.0,4.0,0.0,male,white,37.0,2.6,-0.25,69.0,-0.75,4.0,686.315771,P
1.0,4.0,0.0,male,hisp,34.5,2.6,-0.97,67.0,-1.37,4.0,646.8420884999999,P
2.0,5.0,1.0,female,white,31.0,2.6,0.12,67.0,-0.36,3.0,591.578933,P
1.0,3.0,0.0,female,black,27.0,2.6,-1.28,69.0,-1.36,3.0,528.4210410000001,P
1.0,3.0,0.0,male,white,32.0,2.6,-0.63,52.0,-0.45,3.0,607.3684059999999,P
2.0,3.0,1.0,male,hisp,41.0,2.6,-0.07,65.0,-0.61,5.0,749.473663,P
1.0,4.0,0.0,male,asian,33.5,2.6,-1.03,67.0,-1.53,3.0,631.0526155,P
1.0,5.0,0.0,male,white,40.0,2.6,-0.3,65.0,-0.66,3.0,733.6841900000001,P
1.0,5.0,0.0,female,white,27.0,2.6,-2.11,69.0,-1.58,3.0,528.4210410000001,P
1.0,2.0,0.0,female,white,37.0,2.6,-0.46,52.0,-1.2,2.0,686.315771,F
1.0,4.0,0.0,male,white,37.0,2.6,-0.59,68.0,-0.17,5.0,686.315771,P
1.0,4.0,0.0,male,white,36.0,2.6,0.36,68.0,0.25,4.0,670.526298,P
1.0,3.0,0.0,female,white,33.0,2.6,-0.86,67.0,-1.11,4.0,623.157879,P
1.0,3.0,0.0,male,white,38.0,2.6,-0.07,69.0,-0.13,3.0,702.1052440000001,P
1.0,4.0,0.0,male,white,37.0,2.6,1.69,66.0,1.32,3.0,686.315771,P
1.0,0.0,0.0,male,asian,34.0,2.6,-0.3,64.0,-0.24,3.0,638.9473519999999,P
1.0,4.0,0.0,female,white,29.5,2.6,-0.91,66.0,-1.62,3.0,567.8947235,P
1.0,3.0,0.0,male,other,32.5,2.6,0.41,67.0,0.23,3.0,615.2631425,P
1.0,2.0,0.0,female,white,37.0,2.6,-0.72,49.0,-0.37,4.0,686.315771,P
1.0,4.0,0.0,male,white,35.0,2.6,0.37,67.0,0.14,3.0,654.736825,P
1.0,3.0,0.0,male,hisp,41.0,2.6,-0.27,60.0,0.64,5.0,749.473663,P
2.0,3.0,1.0,male,white,37.0,2.6,0.57,52.0,-0.16,4.0,686.315771,P
1.0,3.0,0.0,male,white,44.0,2.6,0.66,59.0,0.76,4.0,796.842082,P
1.0,0.0,0.0,male,black,25.0,2.6,-2.59,68.0,-1.89,4.0,496.84209500000003,F
1.0,5.0,0.0,male,hisp,32.0,2.6,-2.04,70.0,-2.64,4.0,607.3684059999999,F
1.0,4.0,0.0,female,white,34.5,2.6,-1.03,68.0,-1.37,3.0,646.8420884999999,P
2.0,3.0,1.0,male,white,36.0,2.6,1.69,64.0,1.28,3.0,670.526298,P
2.0,3.0,1.0,male,black,31.0,2.6,-1.26,57.0,-1.13,5.0,591.578933,F
1.0,4.0,0.0,female,white,41.0,2.6,0.26,65.0,0.21,3.0,749.473663,P
1.0,3.0,0.0,male,white,44.0,2.6,-0.05,63.0,-1.01,2.0,796.842082,F
1.0,2.0,0.0,female,hisp,34.0,2.6,-1.44,58.0,-1.92,3.0,638.9473519999999,P
1.0,3.0,0.0,female,white,38.0,2.6,1.01,56.0,1.25,3.0,702.1052440000001,P
1.0,3.0,0.0,male,white,35.0,2.6,-0.76,65.0,-0.58,3.0,654.736825,P
1.0,5.0,0.0,male,white,40.0,2.6,-0.9,67.0,-0.74,4.0,733.6841900000001,P
1.0,4.0,0.0,female,black,32.0,2.6,-1.06,68.0,-1.34,6.0,607.3684059999999,F
2.0,4.0,1.0,male,white,34.0,2.6,-0.4,66.0,-0.71,3.0,638.9473519999999,P
1.0,4.0,0.0,male,white,35.0,2.6,1.85,62.0,1.82,2.0,654.736825,F
1.0,3.0,0.0,male,white,40.0,2.6,-0.39,68.0,-0.49,3.0,733.6841900000001,P
1.0,3.0,0.0,female,black,26.0,2.6,-1.26,69.0,-1.54,3.0,512.631568,F
1.0,4.0,0.0,male,white,36.0,2.6,0.47,67.0,0.57,3.0,670.526298,P
1.0,2.0,0.0,male,black,29.0,2.6,-0.61,69.0,-0.71,1.0,559.999987,P
1.0,3.0,0.0,male,black,28.0,2.6,-1.27,68.0,-1.72,4.0,544.210514,F
1.0,2.0,0.0,female,asian,42.0,2.6,-1.13,65.0,-1.69,5.0,765.263136,P
1.0,3.0,0.0,male,white,28.0,2.6,0.42,56.0,0.42,2.0,544.210514,P
1.0,4.0,0.0,female,white,37.0,2.6,1.53,66.0,1.51,3.0,686.315771,P
1.0,3.0,0.0,female,black,24.5,2.6,1.3,67.0,1.0,3.0,488.9473585,P
1.0,3.0,0.0,male,asian,35.0,2.6,0.66,67.0,0.22,3.0,654.736825,P
1.0,3.0,0.0,female,black,30.0,2.6,-1.83,68.0,-2.07,5.0,575.78946,F
2.0,5.0,1.0,male,white,25.0,2.6,0.9,68.0,0.25,0.0,496.84209500000003,P
1.0,1.0,0.0,male,white,43.0,2.6,-0.75,68.0,-1.17,5.0,781.052609,P
2.0,3.0,1.0,female,white,26.0,2.6,-0.05,66.0,-0.32,2.0,512.631568,P
1.0,4.0,0.0,female,white,31.0,2.6,0.52,64.0,0.33,3.0,591.578933,P
1.0,3.0,0.0,female,black,29.0,2.6,-1.36,66.0,-1.12,1.0,559.999987,P
1.0,3.0,0.0,female,black,24.0,2.6,-0.53,69.0,-1.77,1.0,481.052622,F
1.0,4.0,0.0,male,white,37.0,2.6,-1.5,69.0,-1.24,3.0,686.315771,F
1.0,4.0,0.0,male,white,39.0,2.6,0.9,66.0,0.9,3.0,717.894717,P
1.0,3.0,0.0,male,white,40.0,2.6,-0.68,68.0,-0.77,3.0,733.6841900000001,P
1.0,4.0,0.0,female,hisp,37.0,2.6,-0.88,68.0,-1.65,4.0,686.315771,F
1.0,3.0,0.0,male,white,36.0,2.6,0.51,67.0,0.11,2.0,670.526298,P
1.0,3.0,0.0,female,black,25.0,2.6,-1.62,0.0,-1.12,3.0,496.84209500000003,F
1.0,3.0,0.0,male,white,43.0,2.6,1.3,65.0,1.25,4.0,781.052609,P
1.0,3.0,0.0,male,white,34.0,2.6,-0.9,68.0,-0.69,3.0,638.9473519999999,P
1.0,2.0,0.0,female,hisp,40.0,2.6,-0.62,64.0,-0.34,3.0,733.6841900000001,P
1.0,4.0,0.0,male,white,42.0,2.6,-0.1,59.0,-0.58,5.0,765.263136,P
1.0,4.0,0.0,male,white,36.0,2.6,1.45,67.0,1.27,3.0,670.526298,P
1.0,4.0,0.0,female,black,31.0,2.6,-0.62,59.0,-1.06,4.0,591.578933,P
2.0,4.0,1.0,female,white,32.0,2.6,1.88,60.0,1.67,0.0,607.3684059999999,P
1.0,3.0,0.0,male,black,36.0,2.6,0.41,69.0,0.65,1.0,670.526298,P
1.0,3.0,0.0,female,white,41.0,2.6,-0.64,65.0,0.0,3.0,749.473663,F
2.0,5.0,1.0,male,white,27.0,2.6,0.47,68.0,0.2,2.0,528.4210410000001,P
1.0,2.0,0.0,male,other,30.0,2.6,-0.5,59.0,-1.08,4.0,575.78946,P
2.0,3.0,1.0,male,black,26.0,2.6,-1.14,57.0,-1.76,4.0,512.631568,F
1.0,2.0,0.0,male,asian,36.0,2.6,-0.93,65.0,-1.45,4.0,670.526298,P
1.0,4.0,0.0,female,white,32.0,2.6,0.73,62.0,0.0,2.0,607.3684059999999,P
1.0,2.0,0.0,female,hisp,29.0,2.6,-0.64,64.0,-0.89,2.0,559.999987,P
1.0,4.0,0.0,male,white,33.5,2.6,-1.31,68.0,-1.38,3.0,631.0526155,P
1.0,3.0,0.0,male,white,42.0,2.6,-2.01,67.0,0.0,6.0,765.263136,P
1.0,5.0,0.0,male,white,45.0,2.6,0.45,66.0,0.57,4.0,812.6315549999999,P
1.0,4.0,0.0,female,asian,43.0,2.6,0.57,65.0,-0.46,6.0,781.052609,P
1.0,4.0,0.0,male,white,36.5,2.6,-0.58,63.0,-0.81,3.0,678.4210345,F
1.0,4.0,0.0,male,white,34.5,2.6,-1.13,68.0,-0.78,2.0,646.8420884999999,P
1.0,4.0,0.0,female,white,40.0,2.6,0.35,62.0,0.38,3.0,733.6841900000001,F
2.0,4.0,1.0,male,white,39.0,2.6,-1.89,64.0,-1.92,4.0,717.894717,F
1.0,2.0,0.0,female,hisp,35.0,2.6,-1.17,64.0,-1.52,3.0,654.736825,P
1.0,4.0,0.0,male,white,39.0,2.6,-0.59,65.0,-0.02,6.0,717.894717,P
1.0,2.0,0.0,female,black,25.5,2.6,0.21,69.0,-0.24,1.0,504.73683150000005,P
1.0,3.0,0.0,female,black,22.0,2.6,-1.19,67.0,-0.89,2.0,449.47367599999995,P
2.0,3.0,1.0,male,white,38.0,2.6,-0.3,66.0,0.74,3.0,702.1052440000001,P
1.0,4.0,0.0,female,black,29.0,2.6,-1.1,69.0,-2.04,5.0,559.999987,F
1.0,5.0,0.0,male,white,33.0,2.6,-0.1,67.0,0.15,2.0,623.157879,P
1.0,3.0,0.0,female,white,34.0,2.6,0.54,65.0,0.19,2.0,638.9473519999999,F
1.0,4.0,0.0,male,white,29.0,2.6,-0.08,62.0,1.2,1.0,559.999987,F
1.0,4.0,0.0,male,white,39.0,2.6,-1.06,67.0,-0.94,3.0,717.894717,P
1.0,4.0,0.0,male,white,35.0,2.6,-1.47,69.0,-1.24,5.0,654.736825,P
1.0,1.0,0.0,male,hisp,36.0,2.6,0.44,64.0,-0.46,4.0,670.526298,P
1.0,3.0,0.0,female,white,34.0,2.6,-0.36,61.0,-0.58,2.0,638.9473519999999,P
1.0,3.0,0.0,female,black,21.0,2.6,-0.85,67.0,-1.78,4.0,433.684203,P
1.0,2.0,0.0,male,hisp,25.0,2.6,-0.08,65.0,-0.55,3.0,496.84209500000003,P
1.0,2.0,0.0,female,hisp,36.0,2.6,-1.06,40.0,-1.58,4.0,670.526298,F
1.0,4.0,0.0,male,white,30.0,2.6,-0.26,63.0,-0.52,3.0,575.78946,P
1.0,4.0,0.0,male,white,42.0,2.6,0.37,65.0,0.03,4.0,765.263136,P
1.0,3.0,0.0,female,black,26.0,2.6,-0.5,64.0,-0.23,4.0,512.631568,P
1.0,0.0,0.0,female,black,32.0,2.6,0.19,66.0,0.1,1.0,607.3684059999999,P
2.0,4.0,1.0,male,white,27.0,2.6,0.94,68.0,0.92,0.0,528.4210410000001,P
1.0,4.0,0.0,male,white,39.0,2.6,0.07,65.0,-0.17,4.0,717.894717,P
1.0,4.0,0.0,male,hisp,34.0,2.6,-0.76,60.0,-1.42,2.0,638.9473519999999,F
1.0,2.0,0.0,female,hisp,28.0,2.6,0.0,64.0,0.0,1.0,544.210514,F
1.0,4.0,0.0,male,white,46.0,2.6,0.0,68.0,0.0,4.0,828.421028,P
1.0,1.0,0.0,female,black,23.5,2.6,-0.69,69.0,-0.72,3.0,473.1578855,F
1.0,1.0,0.0,male,black,18.0,2.6,-2.1,62.0,-2.09,3.0,386.315784,F
1.0,4.0,0.0,male,white,34.0,2.6,0.39,61.0,0.32,3.0,638.9473519999999,P
2.0,3.0,1.0,male,white,37.0,2.6,1.16,53.0,1.2,3.0,686.315771,P
1.0,3.0,0.0,male,white,42.0,2.6,0.0,69.0,0.0,1.0,765.263136,P
1.0,3.0,0.0,male,white,29.0,2.6,0.07,62.0,0.02,3.0,559.999987,P
1.0,3.0,0.0,male,white,37.0,2.6,-1.34,49.0,-1.1,4.0,686.315771,P
1.0,4.0,0.0,male,white,33.0,2.6,0.99,64.0,0.41,2.0,623.157879,P
1.0,4.0,0.0,male,white,41.0,2.6,-0.41,66.0,-1.03,3.0,749.473663,P
1.0,4.0,0.0,female,white,39.0,2.6,0.37,68.0,-0.16,5.0,717.894717,P
1.0,4.0,0.0,male,white,30.5,2.6,-1.15,66.0,-1.43,3.0,583.6841965,P
1.0,3.0,0.0,male,white,39.0,2.6,0.95,51.0,1.2,4.0,717.894717,P
1.0,4.0,0.0,male,hisp,40.5,2.6,0.46,66.0,0.64,3.0,741.5789265,P
2.0,4.0,1.0,male,hisp,38.0,2.6,0.4,57.0,-0.6,4.0,702.1052440000001,P
1.0,4.0,0.0,male,black,29.0,2.6,-2.33,70.0,-1.53,4.0,559.999987,F
1.0,2.0,0.0,male,white,42.0,2.6,1.13,67.0,0.91,3.0,765.263136,P
1.0,4.0,0.0,male,white,37.0,2.6,-0.15,69.0,-0.78,3.0,686.315771,P
1.0,3.0,0.0,male,white,38.0,2.6,0.15,59.0,-1.62,3.0,702.1052440000001,P
1.0,4.0,0.0,female,white,36.0,2.6,-1.07,55.0,-0.97,5.0,670.526298,F
1.0,4.0,0.0,male,white,44.0,2.6,0.84,65.0,1.64,4.0,796.842082,P
1.0,3.0,0.0,male,white,31.0,2.6,-0.43,68.0,-1.24,3.0,591.578933,F
1.0,2.0,0.0,male,hisp,27.0,2.6,1.65,66.0,1.88,1.0,528.4210410000001,P
1.0,5.0,0.0,male,white,24.0,2.6,0.17,60.0,0.23,1.0,481.052622,P
1.0,2.0,0.0,male,black,27.0,2.6,-1.48,67.0,-2.2,4.0,528.4210410000001,P
2.0,3.0,1.0,male,hisp,32.0,2.6,0.0,63.0,-0.73,4.0,607.3684059999999,P
2.0,4.0,1.0,male,asian,39.0,2.6,0.7,63.0,0.26,3.0,717.894717,P
1.0,3.0,0.0,female,white,31.0,2.6,0.03,67.0,0.15,3.0,591.578933,P
2.0,2.0,1.0,female,white,22.0,2.6,1.31,46.0,1.37,2.0,449.47367599999995,P
1.0,3.0,0.0,male,black,30.0,2.6,-1.51,65.0,0.0,3.0,575.78946,P
1.0,4.0,0.0,female,white,46.0,3.8,1.27,69.0,0.87,4.0,948.421028,P
2.0,3.0,1.0,female,white,36.0,3.8,0.0,66.0,0.94,4.0,790.526298,P
1.0,3.0,0.0,male,white,41.0,3.8,0.02,67.0,0.33,6.0,869.4736630000001,P
1.0,4.0,0.0,male,white,35.5,3.8,1.27,68.0,1.0,3.0,782.6315615,P
1.0,3.0,0.0,female,white,41.0,3.8,0.48,69.0,0.35,4.0,869.4736630000001,P
1.0,2.0,0.0,male,white,33.0,3.8,1.58,67.0,1.24,3.0,743.157879,P
1.0,3.0,0.0,male,white,40.0,3.8,0.4,67.0,0.51,3.0,853.6841900000001,P
1.0,3.0,0.0,female,white,46.0,3.8,-0.25,69.0,-1.04,5.0,948.421028,P
1.0,4.0,0.0,male,white,40.0,3.8,1.54,69.0,0.0,6.0,853.6841900000001,P
1.0,3.0,0.0,female,white,44.0,3.8,1.36,68.0,1.5,5.0,916.842082,P
1.0,3.0,0.0,female,white,37.0,3.8,0.64,62.0,0.45,4.0,806.315771,P
1.0,4.0,0.0,female,white,41.0,3.8,0.43,69.0,0.41,4.0,869.4736630000001,P
1.0,4.0,0.0,male,white,47.0,3.8,0.5,69.0,-0.04,6.0,964.210501,P
1.0,2.0,0.0,male,white,42.0,3.8,0.54,64.0,0.38,5.0,885.2631359999999,P
1.0,5.0,0.0,male,white,44.0,3.8,-0.39,69.0,-0.18,6.0,916.842082,P
1.0,3.0,0.0,female,white,41.0,3.8,1.6,69.0,1.49,4.0,869.4736630000001,P
1.0,4.0,0.0,male,white,44.0,3.8,0.89,69.0,0.29,5.0,916.842082,P
1.0,4.0,0.0,male,white,47.0,3.8,0.09,69.0,0.22,5.0,964.210501,P
1.0,1.0,0.0,female,white,41.0,3.8,-0.08,70.0,0.05,4.0,869.4736630000001,P
1.0,4.0,0.0,female,white,37.0,3.8,1.6,67.0,1.59,4.0,806.315771,P
1.0,4.0,0.0,male,white,35.0,3.8,1.14,68.0,1.44,4.0,774.736825,P
1.0,4.0,0.0,female,white,44.0,3.8,0.78,69.0,1.4,6.0,916.842082,P
1.0,4.0,0.0,female,white,34.0,3.8,0.0,68.0,0.0,6.0,758.9473519999999,P
1.0,3.0,0.0,female,white,41.0,3.8,0.68,64.0,0.94,4.0,869.4736630000001,P
1.0,3.0,0.0,female,white,37.0,3.8,-0.88,69.0,-2.11,3.0,806.315771,F
1.0,4.0,0.0,male,white,31.0,3.8,-0.46,68.0,0.32,3.0,711.578933,P
1.0,5.0,0.0,male,white,38.0,3.8,1.16,68.0,1.59,4.0,822.1052440000001,P
1.0,5.0,0.0,female,white,37.0,3.8,2.26,56.0,2.13,3.0,806.315771,P
1.0,4.0,0.0,female,white,38.0,3.8,-0.41,68.0,-0.17,4.0,822.1052440000001,P
1.0,4.0,0.0,female,white,38.0,3.8,-1.03,69.0,-0.68,4.0,822.1052440000001,P
1.0,4.0,0.0,male,white,41.0,3.8,-0.98,69.0,-1.12,4.0,869.4736630000001,P
1.0,3.0,0.0,male,white,41.0,3.8,1.26,69.0,0.74,3.0,869.4736630000001,P
1.0,4.0,0.0,male,white,33.0,3.8,-0.14,69.0,0.26,4.0,743.157879,P
1.0,5.0,0.0,female,white,32.0,3.8,-0.86,69.0,-0.85,6.0,727.3684059999999,P
1.0,5.0,0.0,male,white,38.0,3.8,0.03,69.0,0.0,6.0,822.1052440000001,P
1.0,4.0,0.0,male,white,35.0,3.8,0.65,67.0,1.27,3.0,774.736825,P
1.0,3.0,0.0,female,white,36.0,3.8,-0.43,67.0,-0.17,4.0,790.526298,P
1.0,3.0,0.0,male,white,35.0,3.8,-0.15,67.0,-0.24,5.0,774.736825,P
1.0,4.0,0.0,male,0,47.0,3.8,0.0,67.0,0.0,6.0,964.210501,P
1.0,5.0,0.0,female,white,41.0,3.8,0.04,70.0,-0.44,6.0,869.4736630000001,P
1.0,4.0,0.0,male,white,39.0,3.8,0.38,69.0,-0.06,4.0,837.894717,P
1.0,5.0,0.0,male,white,46.0,3.8,0.33,69.0,0.78,6.0,948.421028,P
1.0,3.0,0.0,male,white,39.0,3.8,-0.12,51.0,0.09,4.0,837.894717,P
1.0,4.0,0.0,male,white,47.0,3.8,-0.58,70.0,-1.76,6.0,964.210501,P
1.0,3.0,0.0,female,white,33.0,3.8,0.7,68.0,1.22,3.0,743.157879,P
1.0,4.0,0.0,female,white,37.0,3.8,0.94,68.0,0.68,2.0,806.315771,P
2.0,3.0,1.0,male,white,45.0,3.8,1.12,64.0,2.12,3.0,932.631555,P
1.0,3.0,0.0,female,white,39.0,3.8,0.0,69.0,0.0,6.0,837.894717,P
1.0,4.0,0.0,female,white,37.0,3.8,1.23,69.0,1.37,4.0,806.315771,P
1.0,3.0,0.0,female,white,42.0,3.8,-0.41,69.0,0.0,6.0,885.2631359999999,P
1.0,3.0,0.0,female,white,42.0,3.8,-0.22,56.0,-0.79,2.0,885.2631359999999,P
1.0,4.0,0.0,male,white,35.0,3.8,0.5,62.0,0.42,4.0,774.736825,P
1.0,5.0,0.0,male,white,44.0,3.8,-0.21,69.0,0.25,6.0,916.842082,P
1.0,5.0,0.0,male,white,48.0,3.8,0.15,68.0,-0.7,6.0,979.9999740000001,P
1.0,3.0,0.0,female,asian,29.0,3.8,-1.2,69.0,-1.5,3.0,679.999987,P
1.0,3.0,0.0,male,white,34.0,3.8,-0.69,67.0,-0.36,5.0,758.9473519999999,P
1.0,2.0,0.0,male,hisp,26.0,3.8,0.0,70.0,0.0,4.0,632.631568,P
1.0,3.0,0.0,female,black,32.0,3.8,-0.8,64.0,-0.52,3.0,727.3684059999999,F
1.0,4.0,0.0,male,white,44.0,3.8,0.21,70.0,0.35,4.0,916.842082,P
1.0,4.0,0.0,female,white,41.0,3.8,-1.09,69.0,0.0,6.0,869.4736630000001,P
1.0,4.0,0.0,female,white,44.0,3.8,0.06,69.0,0.18,6.0,916.842082,P
1.0,3.0,0.0,female,white,37.0,3.8,0.77,69.0,0.71,3.0,806.315771,P
1.0,2.0,0.0,female,white,39.0,3.8,1.57,64.0,1.07,5.0,837.894717,P
1.0,3.0,0.0,male,white,41.0,3.8,0.97,56.0,1.26,4.0,869.4736630000001,P
1.0,0.0,0.0,female,white,37.0,3.8,0.0,65.0,0.0,6.0,806.315771,P
1.0,4.0,0.0,female,white,32.0,3.8,0.61,69.0,0.73,5.0,727.3684059999999,P
1.0,3.0,0.0,female,white,47.0,3.8,0.9,69.0,0.54,6.0,964.210501,P
1.0,3.0,0.0,female,white,35.5,3.8,0.0,69.0,0.0,4.0,782.6315615,P
1.0,4.0,0.0,male,white,43.0,3.8,0.78,70.0,0.91,6.0,901.052609,P
1.0,5.0,0.0,female,white,42.0,3.8,2.23,63.0,2.57,5.0,885.2631359999999,P
1.0,4.0,0.0,female,white,35.0,3.8,-1.03,69.0,-0.58,4.0,774.736825,P
1.0,4.0,0.0,male,white,30.0,3.8,0.22,69.0,-0.47,2.0,695.78946,P
1.0,4.0,0.0,male,white,47.0,3.8,1.6,69.0,1.53,6.0,964.210501,P
1.0,4.0,0.0,female,white,41.0,3.8,1.37,64.0,1.66,5.0,869.4736630000001,P
1.0,4.0,0.0,female,white,40.0,3.8,0.57,67.0,0.53,3.0,853.6841900000001,P
1.0,3.0,0.0,female,white,33.0,3.8,-1.18,61.0,-0.79,5.0,743.157879,P
1.0,0.0,0.0,female,white,23.0,3.8,-0.48,46.0,-0.75,1.0,585.263149,F
1.0,4.0,0.0,male,white,36.0,3.8,0.72,69.0,-0.05,3.0,790.526298,P
1.0,2.0,0.0,male,white,41.0,3.8,0.83,38.0,0.75,4.0,869.4736630000001,P
1.0,4.0,0.0,male,white,42.0,3.8,-0.01,69.0,0.1,4.0,885.2631359999999,P
0.0,4.0,0.0,male,white,30.0,3.8,-0.69,69.0,0.53,5.0,695.78946,P
1.0,2.0,0.0,male,white,40.0,3.8,1.52,65.0,1.18,4.0,853.6841900000001,P
1.0,2.0,0.0,female,asian,40.0,3.8,0.23,69.0,0.18,5.0,853.6841900000001,P
1.0,3.0,0.0,female,white,48.0,3.8,-0.37,69.0,0.08,6.0,979.9999740000001,P
1.0,4.0,0.0,female,white,41.0,3.8,1.75,68.0,1.31,5.0,869.4736630000001,P
1.0,3.0,0.0,female,white,30.0,3.8,1.18,61.0,0.88,3.0,695.78946,P
2.0,2.0,1.0,female,white,42.0,3.8,1.27,64.0,1.61,6.0,885.2631359999999,P
1.0,1.0,0.0,female,white,45.0,3.8,0.0,58.0,0.0,6.0,932.631555,P
1.0,4.0,0.0,male,white,36.0,3.8,1.85,67.0,2.34,5.0,790.526298,P
1.0,4.0,0.0,female,white,36.0,3.8,0.6,69.0,0.73,6.0,790.526298,P
1.0,4.0,0.0,male,white,39.0,3.8,-0.32,68.0,-0.42,3.0,837.894717,P
1.0,0.0,0.0,male,white,48.0,3.8,0.0,69.0,0.0,6.0,979.9999740000001,P
1.0,3.0,0.0,female,white,37.0,3.8,0.92,69.0,0.97,3.0,806.315771,P
1.0,2.0,0.0,male,white,39.0,3.8,-0.37,66.0,-1.09,4.0,837.894717,P
1.0,3.0,0.0,female,white,43.0,3.8,1.14,69.0,1.48,6.0,901.052609,P
1.0,3.0,0.0,female,white,42.0,3.8,0.05,69.0,0.03,6.0,885.2631359999999,P
1.0,4.0,0.0,male,white,30.5,3.8,0.57,68.0,0.93,4.0,703.6841965,P
1.0,3.0,0.0,male,white,44.0,3.8,0.86,64.0,0.32,5.0,916.842082,P
1.0,4.0,0.0,male,white,42.0,3.8,-0.52,68.0,-0.6,5.0,885.2631359999999,P
1.0,4.0,0.0,male,asian,43.0,3.8,-0.08,68.0,0.4,5.0,901.052609,P
